,level_0,Card,Tags
6974,6974,Orochi Leafcaller,['mana filter']
6975,6975,Orochi Ranger,"['creature type erratum', 'freeze-creature', 'orochi ability', 'tapper-creature', 'unique type line', 'freeze', 'tapper']"
6976,6976,Orochi Sustainer,"['mana dork', 'mana producer', 'ramp']"
6977,6977,Otherworldly Journey,"['delayed triggered ability', 'flicker-creature', 'flicker-slow', 'gives pp counters', 'protects-creature', 'flicker', 'protects-permanent']"
6978,6978,Pain Kami,"['bombard-self', 'martyr', 'removal-creature-burn', 'bombard', 'burn', 'removal', 'removal-creature', 'sacrifice outlet', 'sacrifice self']"
6979,6979,Painwracker Oni,"['drawback', 'evasion', 'hungry demon', 'noncreature tribal', 'sacrifice outlet-creature', 'tribal-ogre', 'upkeep cost', 'sacrifice outlet', 'typal', 'typal-creature']"
6980,6980,Part the Veil,"['rescue-creature', 'sweeper-creature-bounce', 'bounce', 'rescue', 'sweeper', 'sweeper-creature']"
6981,6981,Peer Through Depths,"['impulse-instant', 'impulse-sorcery', 'synergy-instant', 'synergy-sorcery', 'card advantage', 'impulse']"
6982,6982,Petals of Insight,"['auto buyback', 'draw', 'scry like', 'card advantage', 'library manipulation', 'top deck manipulation']"
6983,6983,Pinecrest Ridge,"['cycle-napland', 'cycle', 'cycle-dual-land', 'cycle-land']"
6984,6984,Pious Kitsune,"['counters matter', 'lifegain']"
6985,6985,Psychic Puppetry,"['alliteration', 'refund', 'synergy-arcane', 'tapper-permanent', 'twiddle', 'untapper-permanent', 'card names', 'tapper', 'tapper-artifact', 'tapper-creature', 'tapper-land', 'tapper-planeswalker', 'untapper', 'untapper-artifact', 'untapper-creature', 'untapper-land', 'untapper-nonland']"
6986,6986,Pull Under,"['removal-creature-toughness', 'removal', 'removal-creature']"
6987,6987,Quiet Purity,"['removal-enchantment-destroy', 'removal', 'removal-enchantment']"
6988,6988,Rag Dealer,['hate-graveyard']
6989,6989,Ragged Veins,"['cycle-chk-flash-aura', 'jackal pup ability', 'opponent loses life', 'parasitic', 'cycle', 'enrage']"
6990,6990,Reach Through Mists,"['cantrip', 'card advantage', 'draw']"
6991,6991,Reciprocate,"['removal-creature-exile', 'single english word name', 'card names', 'removal', 'removal-creature']"
6992,6992,Reito Lantern,"['hate-graveyard', 'mana sink', 'restock-to-bottom', 'recursion', 'restock']"
6993,6993,Rend Flesh,"['hate-tribal-non-spirit', 'removal-creature-destroy', 'hate-tribal', 'removal', 'removal-creature']"
6994,6994,Rend Spirit,"['hate-set-mechanic', 'hate-tribal-spirit', 'noncreature tribal', 'removal-creature-destroy', 'hate-tribal', 'removal', 'removal-creature', 'typal', 'typal-creature']"
6995,6995,Reverse the Sands,['set life total']
6996,6996,Reweave,"['consult-onto-battlefield', 'polymorph', 'removal-permanent-sacrifice', 'single english word name', 'synergy-arcane', 'card advantage', 'card names', 'consult', 'removal', 'removal-artifact', 'removal-battle', 'removal-creature', 'removal-enchantment', 'removal-land', 'removal-permanent', 'removal-planeswalker']"
6997,6997,River Kaijin,[]
6998,6998,Ronin Houndmaster,"['block trigger', 'bushido', 'french vanilla', 'hate-blocker', 'synergy-blocker-self', 'flavors of vanilla']"
6999,6999,Rootrunner,"['death trigger-self', 'mana value matters', 'martyr', 'noncreature tribal', 'regrowth-creature', 'removal-land-tuck', 'tribal-spirit', 'card advantage', 'death trigger', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'sacrifice self', 'tuck', 'typal', 'typal-creature']"
7000,7000,"Ryusei, the Falling Star","['cycle-chk-dragon', 'death trigger-self', 'earthquake', 'evasion', 'sweeper-creature-burn', 'cycle', 'death trigger', 'leaves battlefield trigger', 'sweeper', 'sweeper-creature']"
7001,7001,"Sachi, Daughter of Seshiro","['alliteration', 'gives mana ability', 'lord', 'noncreature tribal', 'ramp', 'tribal coupling', 'tribal-shaman', 'tribal-snake', 'anthem', 'card names', 'typal', 'typal-creature']"
7002,7002,Sakura-Tribe Elder,"['commonly nicknamed', 'martyr', 'ramp', 'tutor-land-basic', 'tutor-land-to-battlefield', 'card names', 'sacrifice self', 'tutor', 'tutor-land', 'tutor-to', 'tutor-to-battlefield']"
7003,7003,Samurai Enforcers,"['block trigger', 'bushido', 'french vanilla', 'hate-blocker', 'synergy-blocker-self', 'flavors of vanilla']"
7004,7004,Samurai of the Pale Curtain,"[""bear with set's mechanic"", 'block trigger', 'bushido', 'graveyard seal', 'hate-blocker', 'hatebear', 'symmetrical', 'synergy-blocker-self', 'hate-graveyard']"
7005,7005,Scuttling Death,"['death trigger-self', 'mana value matters', 'martyr', 'noncreature tribal', 'regrowth-creature', 'removal-creature-toughness', 'tribal-spirit', 'card advantage', 'death trigger', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'removal', 'removal-creature', 'sacrifice self', 'typal', 'typal-creature']"
7006,7006,"Seizan, Perverter of Truth","['group hug', 'opponent loses life', 'repeatable draw', 'card advantage', 'draw']"
7007,7007,Sensei Golden-Tail,"['block trigger', 'bushido', 'gives bushido', 'hate-blocker', 'nonfunctional reminder counter', 'synergy-blocker', 'synergy-blocker-self', 'type change', 'unique counter', 'aesthetic counter', 'indefinite effect']"
7008,7008,Sensei's Divining Top,"['repeatable draw', 'soothsaying', 'tuck-self', 'card advantage', 'draw', 'library manipulation', 'top deck manipulation', 'tuck']"
7009,7009,Serpent Skin,"['alliteration', 'cycle-chk-flash-aura', 'protects-creature', 'regenerates other', 'card names', 'cycle', 'protects-permanent']"
7010,7010,Seshiro the Anointed,"['curiosity', 'lord', 'repeatable draw', 'tribal-snake', 'anthem', 'card advantage', 'draw', 'saboteur', 'typal', 'typal-creature']"
7011,7011,Shell of the Last Kappa,"['counterspell-exile', 'free-cast-another', 'hate-instant', 'hate-sorcery', 'sacrifice self', 'synergy-instant', 'synergy-sorcery', 'theft-cast', 'blue effect', 'control changing effects', 'counterspell', 'exile-from-stack', 'remove-from-stack', 'theft']"
7012,7012,Shimatsu the Bloodcloaked,"['devour', 'gains pp counters', 'sacrifice outlet-permanent', 'virtual vanilla', 'flavors of vanilla', 'sacrifice outlet']"
7013,7013,"Shinka, the Bloodsoaked Keep","['cycle-chk-legendary-land', 'gives first strike', 'synergy-legendary', 'utility land', 'cycle', 'cycle-land', 'cycle-mono-land']"
7014,7014,"Shisato, Whispering Hunter","['drawback', 'noncreature tribal', 'saboteur', 'sacrifice outlet-creature', 'skip untap step', 'tribal-snake', 'upkeep cost', 'sacrifice outlet', 'typal', 'typal-creature']"
7015,7015,"Shizo, Death's Storehouse","['alliteration', 'cycle-chk-legendary-land', 'gives fear', 'synergy-legendary', 'utility land', 'card names', 'cycle', 'cycle-land', 'cycle-mono-land', 'gives-evasion']"
7016,7016,Sideswipe,"['change target', 'hate-arcane', 'hate-set-mechanic', 'single english word name', 'unique cr reference', 'card names']"
7017,7017,Sift Through Sands,"['alliteration', 'catalog', 'draw', 'loot', 'tutor-to-battlefield', 'blue effect', 'card advantage', 'card names', 'discard outlet', 'tutor', 'tutor-to']"
7018,7018,Silent-Chant Zubera,"['cycle-chk-zubera', 'death trigger-self', 'lifegain', 'morbid', 'noncreature tribal', 'requires notation', 'tribal-zubera', 'cycle', 'death trigger', 'leaves battlefield trigger', 'typal', 'typal-creature']"
7019,7019,Sire of the Storm,"['alliteration', 'cast trigger-you', 'evasion', 'noncreature tribal', 'repeatable draw', 'synergy-arcane', 'tribal-spirit', 'card advantage', 'card names', 'cast trigger', 'draw', 'typal', 'typal-creature']"
7020,7020,Soilshaper,"['animate land', 'cast trigger-you', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'animate', 'cast trigger', 'typal', 'typal-creature', 'type change']"
7021,7021,Sokenzan Bruiser,"['french vanilla walker', 'evasion', 'flavors of vanilla', 'french vanilla']"
7022,7022,Soratami Cloudskater,"['evasion', 'loot', 'rescue-land', 'blue effect', 'bounce', 'card advantage', 'discard outlet', 'rescue']"
7023,7023,Soratami Mirror-Guard,"['rescue-land', 'tunneling', 'bounce', 'evasion', 'gives unblockable', 'gives-evasion', 'rescue']"
7024,7024,Soratami Mirror-Mage,"['alliteration', 'removal-creature-bounce', 'rescue-land', 'bounce', 'card names', 'removal', 'removal-creature', 'rescue']"
7025,7025,Soratami Rainshaper,"['gives shroud', 'protects-creature', 'rescue-land', 'bounce', 'protects-permanent', 'rescue']"
7026,7026,Soratami Savant,"['counterspell with set mechanic', 'counterspell-reusable', 'counterspell-soft', 'rescue-land', 'blue effect', 'bounce', 'counterspell', 'rescue']"
7027,7027,Soratami Seer,"['alliteration', 'rescue-land', 'rummage', 'wheel', 'bounce', 'card advantage', 'card names', 'discard outlet', 'red effect', 'rescue']"
7028,7028,"Sosuke, Son of Seshiro","['alliteration', 'old damage deathtouch', 'removal-creature', 'tribal coupling', 'tribal-snake', 'tribal-warrior', 'card names', 'deprecated mechanics', 'removal', 'typal', 'typal-creature']"
7029,7029,Soulblast,"['burn any', 'fling', 'burn', 'power matters', 'sacrifice outlet', 'sacrifice outlet-creature']"
7030,7030,Soulless Revival,"['regrowth-creature', 'synergy-arcane', 'card advantage', 'recursion', 'recursion-creature', 'regrowth']"
7031,7031,Soul of Magma,"['burn with set mechanic', 'cast trigger-you', 'noncreature tribal', 'removal-creature-burn', 'synergy-arcane', 'tribal-spirit', 'burn', 'cast trigger', 'removal', 'removal-creature', 'typal', 'typal-creature']"
7032,7032,Squelch,"['cantrip', 'counterspell with set mechanic', 'counterspell-ability', 'single english word name', 'blue effect', 'card advantage', 'card names', 'counterspell', 'draw']"
7033,7033,Strange Inversion,['synergy-arcane']
7034,7034,Strength of Cedars,"['giant growth with set mechanic', 'lands matter', 'combat trick', 'enlarge', 'giant growth']"
7035,7035,Struggle for Sanity,"['alliteration', 'discard', 'minigame', 'thoughtseize', 'card names', 'hand disruption']"
7036,7036,"Student of Elements // Tobita, Master of Winds","['cycle-chk-uncommon-flip', 'evasion', 'gives flying', 'state trigger', 'cycle', 'gives-evasion']"
7037,7037,Swallowing Plague,"['drain creature', 'burn', 'lifegain', 'removal', 'removal-creature', 'removal-creature-burn']"
7038,7038,Swirl the Mists,['text change']
7039,7039,"Takeno, Samurai General","['block trigger', 'bushido', 'hate-blocker', 'synergy-blocker-self', 'synergy-bushido', 'tribal-samurai', 'typal', 'typal-creature']"
7040,7040,"Tatsumasa, the Dragon's Fang","['death trigger', 'delayed triggered ability', 'evasion', 'flicker-self', 'flicker-slow', 'unprinted token', 'flicker', 'leaves battlefield trigger']"
7041,7041,Teller of Tales,"['alliteration', 'cast trigger-you', 'evasion', 'noncreature tribal', 'synergy-arcane', 'tapper-creature', 'tribal-spirit', 'twiddle', 'untapper-creature', 'card names', 'cast trigger', 'tapper', 'typal', 'typal-creature', 'untapper']"
7042,7042,"Tenza, Godo's Maul","['gives trample', 'namesake-spell', 'synergy-legendary', 'synergy-red', 'card names']"
7043,7043,Terashi's Cry,"['namesake-spell', 'tapper-creature', 'card names', 'tapper']"
7044,7044,The Unspeakable,"['regrowth-arcane', 'saboteur', 'synergy-arcane', 'tutored by name', 'card advantage', 'recursion', 'regrowth']"
7045,7045,Thief of Hope,"['cast trigger-you', 'death trigger-self', 'drain life', 'mana value matters', 'noncreature tribal', 'opponent loses life', 'regrowth-creature', 'synergy-arcane', 'tribal-spirit', 'card advantage', 'cast trigger', 'death trigger', 'inverted effects', 'leaves battlefield trigger', 'lifegain', 'recursion', 'recursion-creature', 'regrowth', 'typal', 'typal-creature']"
7046,7046,Thoughtbind,"['counterspell', 'blue effect']"
7047,7047,Thousand-legged Kami,"['death trigger-self', 'french vanilla', 'mana value matters', 'noncreature tribal', 'regrowth-creature', 'tribal-spirit', 'card advantage', 'death trigger', 'flavors of vanilla', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'typal', 'typal-creature']"
7048,7048,Through the Breach,"['gives haste', 'sacrifice outlet-creature', 'sneak', 'sneak-creature', 'synergy-arcane', 'cost ignorer', 'sacrifice outlet']"
7049,7049,Tide of War,"['block trigger', 'coin flip', 'hate-blocker', 'removal-creature-sacrifice', 'synergy-blocker', 'removal', 'removal-creature']"
7050,7050,Time of Need,"['synergy-legendary', 'tutor-creature-legendary', 'tutor-legendary', 'tutor-to-hand', 'tutor', 'tutor-creature', 'tutor-to']"
7051,7051,Time Stop,"['counterspell-exile', 'end turn', 'blue effect', 'counterspell', 'exile-from-stack', 'remove-from-stack']"
7052,7052,Tranquil Garden,"['cycle-napland', 'cycle', 'cycle-dual-land', 'cycle-land']"
7053,7053,Uba Mask,"['draw hate', 'impulsive draw', 'mill-exile', 'mill', 'red effect']"
7054,7054,Uncontrollable Anger,"['combat trick', 'cycle-chk-flash-aura', 'force attacker', 'combat manipulation', 'cycle']"
7055,7055,Unearthly Blizzard,['prevent blocker']
7056,7056,Unnatural Speed,['gives haste']
7057,7057,"Untaidake, the Cloud Keeper","['adds multiple mana', 'drawback', 'painland', 'ramp', 'restricted mana', 'sol land', 'synergy-legendary', 'tapland', 'life payment']"
7058,7058,"Uyo, Silent Prophet","['copy-instant', 'copy-sorcery', 'evasion', 'rescue-land', 'synergy-instant', 'synergy-sorcery', 'bounce', 'copy', 'rescue']"
7059,7059,Vassal's Duty,"['damage prevention-creature', 'damage redirection', 'synergy-legendary', 'damage prevention']"
7060,7060,Venerable Kumo,"['death trigger-self', 'french vanilla', 'mana value matters', 'noncreature tribal', 'regrowth-creature', 'tribal-spirit', 'card advantage', 'death trigger', 'flavors of vanilla', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'typal', 'typal-creature']"
7061,7061,Vigilance,"['activate from graveyard', 'commander set booster cards', 'draw', 'gains deathtouch', 'gains double strike', 'gains first strike', 'gains flying', 'gains haste', 'gains hexproof', 'gains indestructible', 'gains lifelink', 'gains menace', 'gains protection', 'gains reach', 'gains trample', 'gains vigilance', 'graveyard fuel-creature', 'keyword soup', 'mill-self', 'power matters', 'regrowth-self', 'sacrifice outlet-creature', 'synergy-deathtouch', 'synergy-double-strike', 'synergy-first-strike', 'synergy-flying', 'synergy-haste', 'synergy-hexproof', 'synergy-indestructible', 'synergy-lifelink', 'synergy-menace', 'synergy-protection', 'synergy-reach', 'synergy-trample', 'synergy-vigilance', 'card advantage', 'evasion', 'graveyard fuel', 'lifegain', 'mill', 'recursion', 'regrowth', 'sacrifice outlet']"
7062,7062,Villainous Ogre,"['noncreature tribal', 'regenerates self', 'tribal-demon', 'typal', 'typal-creature']"
7063,7063,Vine Kami,"['death trigger-self', 'evasion', 'french vanilla', 'mana value matters', 'noncreature tribal', 'regrowth-creature', 'tribal-spirit', 'card advantage', 'death trigger', 'flavors of vanilla', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'typal', 'typal-creature']"
7064,7064,Waking Nightmare,"['discard with set mechanic', 'discard']"
7065,7065,Wandering Ones,[]
7066,7066,Waterveil Cavern,"['cycle-napland', 'cycle', 'cycle-dual-land', 'cycle-land']"
7067,7067,Wear Away,"['disenchant/naturalize', 'removal-artifact-destroy', 'removal-enchantment-destroy', 'synergy-arcane', 'removal', 'removal-artifact', 'removal-enchantment']"
7068,7068,Wicked Akuba,['opponent loses life']
7069,7069,Yamabushi's Flame,"['burn any', 'burn player', 'disintegrate', 'removal-creature-burn', 'burn', 'removal', 'removal-creature']"
7070,7070,Yamabushi's Storm,"['disintegrate', 'sweeper-creature-burn', 'sweeper', 'sweeper-creature']"
7071,7071,"Yosei, the Morning Star","['cycle-chk-dragon', 'death trigger-self', 'evasion', 'skip untap step', 'tapper-permanent', 'cycle', 'death trigger', 'leaves battlefield trigger', 'tapper', 'tapper-artifact', 'tapper-creature', 'tapper-land', 'tapper-planeswalker']"
7072,7072,Zo-Zu the Punisher,"['alliteration', 'burn player', 'hate-landfall', 'hate-ramp', 'hatebear', 'landfall other', 'burn', 'card names']"
7073,7073,Akki Blizzard-Herder,"['death trigger-self', 'removal-land-sacrifice', 'sacrifice outlet-land', 'death trigger', 'leaves battlefield trigger', 'sacrifice outlet']"
7074,7074,Akki Raider,[]
7075,7075,Ashen Monstrosity,['forced attacker']
7076,7076,Aura Barbs,"['burn player', 'hate-aura', 'hate-enchantment', 'removal-creature-burn', 'burn', 'removal', 'removal-creature']"
7077,7077,Baku Altar,"['cast trigger-you', 'noncreature tribal', 'repeatable token generator', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'typal', 'typal-creature']"
7078,7078,Bile Urchin,"['cycle-bok-m-sac-spirit', 'martyr', 'opponent loses life', 'cycle', 'sacrifice self']"
7079,7079,Blademane Baku,"['alliteration', 'cast trigger-you', 'cycle-bok-baku', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'card names', 'cast trigger', 'cycle', 'typal', 'typal-creature']"
7080,7080,Blazing Shoal,"['boost-power', 'cycle-bok-shoal', 'mana value matters', 'pitch spell', 'synergy-red', 'cycle']"
7081,7081,Blessing of Leeches,"['drawback', 'protects-creature', 'regenerates other', 'protects-permanent']"
7082,7082,Blinding Powder,"['damage prevention', 'damage prevention-creature']"
7083,7083,Body of Jukai,"['death trigger-self', 'french vanilla', 'mana value matters', 'noncreature tribal', 'regrowth-creature', 'tribal-spirit', 'card advantage', 'death trigger', 'flavors of vanilla', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'typal', 'typal-creature']"
7084,7084,"Budoka Pupil // Ichiga, Who Topples Oaks","['cast trigger-you', 'cycle-bok-flip-creature', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'cycle', 'typal', 'typal-creature']"
7085,7085,Call for Blood,"['power matters', 'removal-creature-toughness', 'sacrifice outlet-creature', 'removal', 'removal-creature', 'sacrifice outlet']"
7086,7086,Callow Jushi // Jaraku the Interloper,"['cast trigger-you', 'counterspell-reusable', 'counterspell-soft', 'cycle-bok-flip-creature', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'blue effect', 'cast trigger', 'counterspell', 'cycle', 'typal', 'typal-creature']"
7087,7087,Child of Thorns,"['cycle-bok-m-sac-spirit', 'martyr', 'cycle', 'sacrifice self']"
7088,7088,"Chisei, Heart of Oceans","['counter removal', 'drawback', 'evasion', 'upkeep cost']"
7089,7089,Clash of Realities,"['creaturefall', 'hate-tribal-non-spirit', 'hate-tribal-spirit', 'impact effect', 'noncreature tribal', 'removal-creature-burn', 'tribal-non-spirit', 'tribal-spirit', 'burn', 'hate-tribal', 'removal', 'removal-creature', 'typal', 'typal-creature']"
7090,7090,Crack the Earth,"['removal-permanent-sacrifice', 'sacrifice outlet-permanent', 'removal', 'removal-artifact', 'removal-battle', 'removal-creature', 'removal-enchantment', 'removal-land', 'removal-permanent', 'removal-planeswalker', 'sacrifice outlet']"
7091,7091,Crawling Filth,"['death trigger-self', 'evasion', 'french vanilla', 'mana value matters', 'noncreature tribal', 'regrowth-creature', 'tribal-spirit', 'card advantage', 'death trigger', 'flavors of vanilla', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'typal', 'typal-creature']"
7092,7092,"Cunning Bandit // Azamuki, Treachery Incarnate","['cast trigger-you', 'cycle-bok-flip-creature', 'noncreature tribal', 'synergy-arcane', 'threaten with set mechanic', 'tribal-spirit', 'cast trigger', 'control changing effects', 'cycle', 'theft', 'threaten', 'typal', 'typal-creature']"
7093,7093,Day of Destiny,"['alliteration', 'anthem', 'synergy-legendary', 'card names']"
7094,7094,Disrupting Shoal,"['counterspell-free', 'cycle-bok-shoal', 'mana value matters', 'pitch spell', 'synergy-blue', 'blue effect', 'counterspell', 'cycle']"
7095,7095,Empty-Shrine Kannushi,"['gains protection', 'hate-color-share', 'synergy-color-each', 'evasion']"
7096,7096,Enshrined Memories,"['impulse-creature', 'card advantage', 'impulse']"
7097,7097,"Faithful Squire // Kaiso, Memory of Loyalty","['cast trigger-you', 'cycle-bok-flip-creature', 'damage prevention', 'damage prevention-creature', 'evasion', 'intervening if clause', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'cycle', 'typal', 'typal-creature']"
7098,7098,Final Judgment,"['sweeper-creature-exile', 'symmetrical', 'exile', 'sweeper', 'sweeper-creature']"
7099,7099,First Volley,"['burn player', 'burn with set mechanic', 'removal-creature-burn', 'burn', 'removal', 'removal-creature']"
7100,7100,Flames of the Blood Hand,"['burn player', 'lifegain-hate', 'removal-planeswalker-burn', 'unpreventable-damage', 'burn', 'removal', 'removal-planeswalker']"
7101,7101,Floodbringer,"['evasion', 'rescue-land', 'tapper-land', 'bounce', 'rescue', 'tapper']"
7102,7102,Forked-Branch Garami,"['death trigger-self', 'french vanilla', 'mana value matters', 'noncreature tribal', 'regrowth-creature', 'repeated keyword', 'tribal-spirit', 'card advantage', 'death trigger', 'flavors of vanilla', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'typal', 'typal-creature']"
7103,7103,Frostling,"['bombard-self', 'cycle-bok-m-sac-spirit', 'martyr', 'removal-creature-burn', 'bombard', 'burn', 'cycle', 'removal', 'removal-creature', 'sacrifice outlet', 'sacrifice self']"
7104,7104,Frost Ogre,[]
7105,7105,Fumiko the Lowblood,"['block trigger', 'force attacker', 'gains bushido', 'hate-attacker', 'hate-blocker', 'synergy-attacker', 'synergy-blocker-self', 'combat manipulation']"
7106,7106,Genju of the Cedars,"['animate land', 'color change', 'cycle-bok-genju', 'synergy-forest', 'animate', 'cycle', 'perpetual aura', 'type change']"
7107,7107,Genju of the Falls,"['animate land', 'color change', 'cycle-bok-genju', 'evasion', 'gives flying', 'synergy-island', 'unique enchant target', 'animate', 'cycle', 'gives-evasion', 'perpetual aura', 'type change']"
7108,7108,Genju of the Fens,"['animate land', 'color change', 'cycle-bok-genju', 'shade pump', 'synergy-swamp', 'animate', 'cycle', 'perpetual aura', 'type change']"
7109,7109,Genju of the Fields,"['animate land', 'color change', 'cycle-bok-genju', 'old lifelink', 'synergy-plains', 'unique enchant target', 'animate', 'cycle', 'deprecated mechanics', 'lifegain', 'perpetual aura', 'type change']"
7110,7110,Genju of the Realm,"['animate land', 'cycle-bok-genju', 'gives trample', 'animate', 'cycle', 'perpetual aura', 'type change']"
7111,7111,Genju of the Spires,"['animate land', 'color change', 'cycle-bok-genju', 'synergy-mountain', 'animate', 'cycle', 'perpetual aura', 'type change']"
7112,7112,Gnarled Mass,[]
7113,7113,Goblin Cohort,"['drawback', 'restricted attacker']"
7114,7114,"Gods' Eye, Gate to the Reikai","['alliteration', 'death trigger-self', 'rhyming name', 'utility land', 'card names', 'death trigger', 'leaves battlefield trigger']"
7115,7115,Goryo's Vengeance,"['gives haste', 'reanimate-creature', 'synergy-arcane', 'synergy-legendary', 'temporary reanimation', 'reanimate', 'recursion', 'recursion-creature']"
7116,7116,Harbinger of Spring,"['death trigger-self', 'french vanilla', 'hate-tribal-non-spirit', 'mana value matters', 'noncreature tribal', 'regrowth-creature', 'tribal-spirit', 'unique evasion', 'unique protection', 'card advantage', 'death trigger', 'evasion', 'flavors of vanilla', 'hate-tribal', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'typal', 'typal-creature']"
7117,7117,Heartless Hidetsugu,"['alliteration', 'burn player-each', 'fraction', 'burn', 'burn player', 'card names']"
7118,7118,Heart of Light,['damage prevention']
7119,7119,Heed the Mists,"['draw', 'mana value matters', 'mill-self', 'card advantage', 'mill']"
7120,7120,Hero's Demise,"['doomblade', 'hate-legendary', 'hate-set-mechanic', 'removal', 'removal-creature', 'removal-creature-destroy']"
7121,7121,"Higure, the Still Wind","['activate from hand', 'gives unblockable', 'noncreature tribal', 'rescue-creature', 'saboteur', 'sneak-self', 'synergy-attacker', 'tribal-ninja', 'tutor-creature-ninja', 'tutor-to-hand', 'bounce', 'cost ignorer', 'gives-evasion', 'rescue', 'sneak', 'tutor', 'tutor-to', 'typal', 'typal-creature']"
7122,7122,Hired Muscle // Scarmaker,"['cast trigger-you', 'cycle-bok-flip-creature', 'gives fear', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'cycle', 'gives-evasion', 'typal', 'typal-creature']"
7123,7123,"Hokori, Dust Drinker","['alliteration', 'hatebear', 'lockdown', 'lockdown-land', 'symmetrical', 'untapper-land', 'card names', 'untapper']"
7124,7124,Horobi's Whisper,"['cycle-bok-nomana-splice-arcane', 'graveyard fuel', 'namesake-spell', 'removal-creature-destroy', 'synergy-arcane', 'synergy-swamp', 'card names', 'cycle', 'removal', 'removal-creature']"
7125,7125,Hundred-Talon Strike,"['boost-power', 'cycle-bok-nomana-splice-arcane', 'gives first strike', 'synergy-arcane', 'synergy-white', 'tap fuel-creature', 'cycle']"
7126,7126,Indebted Samurai,"['block trigger', 'bushido', 'death trigger', 'gains pp counters', 'hate-blocker', 'noncreature tribal', 'synergy-blocker-self', 'tribal-samurai', 'leaves battlefield trigger', 'typal', 'typal-creature']"
7127,7127,"Ink-Eyes, Servant of Oni","['activate from hand', 'evasion', 'reanimate-creature', 'reanimate-from-opponent', 'regenerates self', 'rescue-creature', 'saboteur', 'sneak-self', 'synergy-attacker', 'bounce', 'cost ignorer', 'reanimate', 'recursion', 'recursion-creature', 'rescue', 'sneak']"
7128,7128,In the Web of War,"['alliteration', 'creaturefall', 'gives haste', 'card names']"
7129,7129,Ire of Kaminari,"['burn any', 'synergy-arcane', 'burn']"
7130,7130,"Isao, Enlightened Bushi","['block trigger', 'bushido', 'hate-blocker', 'hate-counterspell', 'noncreature tribal', 'regenerates other', 'synergy-blocker-self', 'tribal-samurai', 'typal', 'typal-creature']"
7131,7131,"Ishi-Ishi, Akki Crackshot","['alliteration', 'burn player', 'cast trigger-other', 'hate-arcane', 'hate-set-mechanic', 'hate-tribal-spirit', 'hatebear', 'noncreature tribal', 'burn', 'card names', 'cast trigger', 'hate-tribal', 'typal', 'typal-creature']"
7132,7132,Iwamori of the Open Fist,"['cycle-a25-uncommon-legend', 'drawback', 'virtual french vanilla', 'cycle', 'flavors of vanilla']"
7133,7133,Jetting Glasskite,"['counterspell-ability', 'counterspell-automatic', 'evasion', 'blue effect', 'counterspell']"
7134,7134,Kaijin of the Vanishing Touch,"['block trigger', 'removal-creature-bounce', 'synergy-blocker-self', 'removal', 'removal-creature']"
7135,7135,Kami of False Hope,"['cycle-bok-m-sac-spirit', 'fog', 'martyr', 'symmetrical', 'cycle', 'sacrifice self']"
7136,7136,Kami of Tattered Shoji,"['cast trigger-you', 'gains flying', 'jump', 'noncreature tribal', 'synergy-arcane', 'tribal-spirit', 'cast trigger', 'evasion', 'typal', 'typal-creature']"
7137,7137,Kami of the Honored Dead,"['death trigger-self', 'enrage', 'evasion', 'lifegain', 'mana value matters', 'noncreature tribal', 'regrowth-creature', 'tribal-spirit', 'card advantage', 'death trigger', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'typal', 'typal-creature']"
7138,7138,"Kentaro, the Smiling Cat","['block trigger', 'bushido', 'hate-blocker', 'mana filter', 'noncreature tribal', 'synergy-blocker-self', 'tribal-samurai', 'typal', 'typal-creature']"
7139,7139,"Kira, Great Glass-Spinner","['alliteration', 'counterspell-ability', 'counterspell-automatic', 'evasion', 'blue effect', 'card names', 'counterspell']"
7140,7140,Kitsune Palliator,"['damage prevention', 'damage prevention-creature', 'damage prevention-player']"
7141,7141,Kodama of the Center Tree,"['death trigger-self', 'gains soulshift', 'mana value matters', 'noncreature tribal', 'regrowth-creature', 'tribal-spirit', 'card advantage', 'death trigger', 'leaves battlefield trigger', 'recursion', 'recursion-creature', 'regrowth', 'typal', 'typal-creature']"
7142,7142,Kumano's Blessing,"['disintegrate', 'namesake-spell', 'card names']"
